,Channel_Name,Language,Tags,Last_Played_Game,Game_ID,ChannelID,Count,followers
670,gabbodsq,it,"['GaBBoDSQ', 'Italiano']",Black Myth: Wukong,519291,45139193,17855,719825
671,galeguins,pt,['Português'],Grand Theft Auto V,32982,447773658,45277,532973
672,gaules,pt,"['Português', 'brazil', 'Portugues', 'Brasil']",Counter-Strike,32399,181077473,393697,4180023
673,geksagen,ru,"['Россия', 'Украина']",Just Chatting,509658,100138916,2087,149444
674,gluhammer,pl,['Polski'],Teamfight Tactics,513143,36912126,8130,38057
675,gmhikaru,en,"['Strategy', 'Competitive', 'English', 'FamilyFriendly']",Chess,743,103268673,80461,1924303
676,gonsabellla,es,['Español'],IRL,509672,405208912,16912,683629
677,fr_zod,fr,fr_zod,Just Chatting,509658,252428210,4056,506887
678,fyrexxx,hu,"['Nessaj', 'Magyar']",F1 24,627798963,40261250,11625,375298
679,grimnax,tr,"['türkçe', 'Türkçe', 'Turkish', 'variety']",Grand Theft Auto V,32982,16146075,12357,298424
680,grapplr,en,['English'],Black Myth: Wukong,519291,147375470,9907,99978
681,grimmmz,en,"['Solo', 'English', 'Chıll', 'Hardcore', 'fps', 'Shooter', 'RPG', 'Adventure']",Black Myth: Wukong,519291,9679595,44794,1065758
682,general_hs_,ru,"['GIGAEBIR', 'GIGACHAD', 'FSOLAGAMING', 'BALD', 'LOL', 'Русский', 'WEAKSIDEKING', 'English', 'highskill']",League of Legends,21779,62651386,13241,131796
683,grenbaud,it,"['Cabaret', 'Improvvisazione', 'Pectus', 'Stempia', 'Italiano']",Just Chatting,509658,568747744,56444,1033825
684,fpsthailand,th,"['ไทย', 'ภาษาไทย']",PUBG: BATTLEGROUNDS,493057,38539112,62949,564759
685,genburten,en,"['English', 'apex', 'Controller', 'apexlexgends', 'apexrankedgrind']",Apex Legends,511224,135175880,31958,528698
686,franio,pl,"['IRL', 'Polski']",Just Chatting,509658,109027939,6898,438998
687,gamersclubcs,pt,"['Esports', 'Português']",Counter-Strike,32399,147734961,3824,327300
688,germench,de,"['Deutsch', 'Speedrun', 'Esports']",Special Events,509663,68240113,1481,36025
689,gingitv,en,"['English', 'worldoftwarcraft', 'DropsEnabled']",World of Warcraft,18122,28241419,18941,349859
690,folagorlives,es,"['Español', 'drops']",Black Myth: Wukong,519291,30857876,35756,1606912
691,fragolaqt,it,"['challenger', 'Italiano']",League of Legends,21779,139695853,11293,99381
692,gingy,en,"['FPS', 'Chill', 'Solo', 'ADHD', 'Tarkov', 'PvP', 'English', 'oncehuman']",Escape from Tarkov,491931,94130217,22902,288530
693,goncho,es,['Español'],Just Chatting,509658,114635439,77285,1341084
694,gorgc,en,['English'],Dota 2,29595,108268890,109454,732842
695,franchiseglobalart,zh,franchiseglobalart,Just Chatting,509658,525706750,7342,48429
696,gabbydm,en,"['gabby', 'black', 'gta', 'gabbydm', 'gtarp', 'D10', 'District10', 'English']",Grand Theft Auto V,32982,214999550,2056,99670
697,gp_tv,en,"['English', 'GirlsPlay', 'Comedy', 'Horror', 'roulette', 'ChatInteraction', 'Randomized']",The Wendigo,496102,52763608,2706,86981
698,grendy,pl,"['Polski', 'aktorstwogłosowe', 'CoCoRP', 'GTAvRP', 'grendy', 'Grendy', 'odgrywanieról', 'odgrywanieroli', '5city', 'minecraft']",Just Chatting,509658,41875213,18200,191391
699,fresh,en,fresh,Fortnite,33214,38594688,1050,4415604
700,gius,fr,['Français'],Delta Force,1282866981,75373669,13726,165023
701,haxxnini,ko,['한국어'],Just Chatting,509658,514457856,26015,137446
702,horcus,es,"['Español', 'España', 'Valorant', 'Radiant', 'Multiplayer', 'Gaming', 'Competitivo', 'Spanish', 'English', 'Competitive']",VALORANT,516575,34371079,18649,579202
703,igorghk,ru,"['Русский', 'интерактив', 'igorghk', 'динамо']",Games + Demos,66082,23308993,7735,99960
704,iltw1,ru,['Русский'],Dota 2,29595,141477796,12133,232439
705,hjune,en,"['rust', 'hjune', 'pvp', 'survival', 'interactive', 'English']",VALORANT,516575,121111915,41457,817027
706,hutchmf,en,"['English', 'DropsEnabled']",Arena Breakout: Infinite,401587136,180118013,43432,396511
707,hyren7,ko,['한국어'],Just Chatting,509658,130289619,5602,20840
708,ifrostbolt,en,"['spanish', 'community', 'pVp', 'VIbes', 'destiny2', 'Horror', 'PvE', 'English']",Black Myth: Wukong,519291,77913099,34353,402074
709,gsmvoid,en,"['English', 'DropsEnabled']",Spectre Divide,1451084268,81764480,19960,242040
710,h920103,ko,['한국어'],Minecraft,27471,138094321,11582,322190
711,heystan,de,"['Lehrreich', 'MitZuschauerSpielen', 'Mobile', 'Fuchsmädchen', 'Deutsch', 'German', 'NoFilter', 'berghain']",Special Events,509663,63736545,19359,411486
712,hisandherslive,en,"['Chatty', 'English', 'Tournament', 'CoupleGamers', 'tournaments', 'Ambassadors', 'CommunityGames', 'DropsEnabled']",Apex Legends,511224,24112133,10191,97806
713,icemanisaac,en,"['English', 'Veteran', 'warzone']",Call of Duty: Warzone,512710,71445641,20082,291776
714,ikitty,en,"['nopixel', 'GTAV', 'GTAStreamer', 'GTARP', 'Redline', 'girlgamers', 'English', 'Filipina']",PlateUp!,1115711128,86879544,10511,92960
715,ilame,ru,"['шизофрения', 'длявсейсемьи', 'умиротворение', 'noagressive', 'фокусы', 'никакойполитики', 'asmr', 'BASED', 'БазированнаяЛичность', 'УВЫ']",Path of Exile,29307,87791915,40990,411871
716,imfiredup,en,"['English', 'mage']",World of Warcraft,18122,44923106,3717,81382
717,guanweiboy,zh,['中文'],League of Legends,21779,150989534,34661,133699
718,guit88man,ru,"['Русский', 'caliberdrops']",Project MALLOW,1363386179,25604128,21492,173551
719,hiko,en,['English'],VALORANT,516575,26991127,85376,1731075
720,hirona,en,"['English', 'Roleplay', 'GrandTheftAutoV', 'NoPixel', 'Comedy', 'Storytelling']",Grand Theft Auto V,32982,39655944,24601,227021
721,harbleu,en,"['English', 'DropsEnabled']",Overwatch 2,515025,4329841,13434,384845
722,heikki360es,es,"['jeidi', 'heikki360', 'heikki', 'jeidi360', 'iracing', 'assettocorsa', 'assettocorsacompetizione', 'gt7', 'f1', 'Español']",GeoGuessr,369418,58573771,8519,103256
723,hejin0_0,ko,['한국어'],Just Chatting,509658,143754803,15993,173010
724,hekokitaiworld,ja,['日本語'],Pawafuru Puro Yakyuu 2024-2025,1183847148,543114323,4671,14292
725,gustavocsgoyt,es,"['roleplay', 'gustavocsgo', 'Gustavo', 'RP', 'GTAV', 'serversrp', 'Español', 'Bellum']",Grand Theft Auto V,32982,161342599,5928,74633
726,guzu,en,"['English', 'DropsEnabled']",Just Chatting,509658,210983926,12967,172010
727,h3h3productions,en,['English'],Just Chatting,509658,62438432,437,635885
728,hachubby,en,"['English', 'Variety', 'gaming']",Just Chatting,509658,195166073,24191,326201
729,illojuan,es,['Español'],Just Chatting,509658,90075649,124464,4149670
730,ilmasseo,it,"['sarcasmo', 'Italiano', 'stronglanguage']",Sports,518203,55933037,57838,1796125
731,iamcristinini,es,['Español'],League of Legends,21779,123922797,86362,3206671
732,idreau_,fr,['Français'],F1 Manager 2024,1863055416,486205216,7482,211987
733,imaqtpie,en,['English'],Teamfight Tactics,513143,24991333,74687,2591037
734,gunguno,zh,"['顏值', '射擊', '幽默', '大談', '中文', '勞工', '錢來就幹', '夾娃娃', '掉宝開启']",Just Chatting,509658,31673401,23005,79212
735,heyar,fr,"['survie', 'coop', 'eco', 'irl', 'RP', 'simulateur', 'Français']",Dr GreenStuff,499734,43043577,13235,153062
736,holak1337,pl,['Polski'],Just Chatting,509658,32054323,34689,122252
737,hype,tr,['Türkçe'],Just Chatting,509658,89408007,45982,790970
738,guddummit,ru,['Русский'],Hearthstone,138585,159782005,13431,89948
739,hastad,pt,"['lol', 'Challenger', 'Português', 'Español', 'Vayne']",League of Legends,21779,26857029,18996,960199
740,hellyeahplay,ru,"['Русский', 'Повтор']",Just Chatting,509658,76441880,11701,209825
741,ibai,es,"['Español', 'IRL', 'Chatting', 'KOI']",ELDEN RING,512953,83232866,778341,17118622
742,icebergdoto,ru,"['meedorfeed', 'наборформы', 'iceberg', 'based', 'База', 'Русский']",Dota 2,29595,115842730,71998,389090
743,imls,en,"['English', '한국어Korean']",League of Legends,21779,26513896,4369,656401
744,heyimbee,en,"['English', 'ViewerRewards']",heyimbee,heyimbee,26903378,16735,939300
745,holisofi,es,"['Anime', 'Análisis', 'Español']",Just Chatting,509658,590577283,10116,131966
746,honeypuu,de,"['Deutsch', 'English']",Just Chatting,509658,158388504,34074,987430
747,iateyourpie,en,"['Comfy', 'Challenge', 'English']",Nancy Drew: Curse of Blackmoor Manor,16394,27787567,10635,153728
748,heitir,pt,"['Português', 'humor', 'PositiveVibes', 'rir', 'Pai', 'alto']",Just Chatting,509658,182813308,10112,202606
749,igromania,ru,['Русский'],Icewind Dale: Enhanced Edition,488492,43534020,3356,174162
750,gutitubo,ja,['日本語'],VALORANT,516575,70947583,13331,275330
751,hannahxxrose,en,"['hannahxxrose', 'English', 'minecraft', 'Ally', 'Bedwars', 'awesome', 'gaming', 'LifestealSMP', 'lifesteal']",Minecraft,27471,63096750,26727,1289513
752,hanryang1125,ko,['한국어'],Spelunky,22619,103825127,104997,610449
753,hc_dizee,de,['Deutsch'],iRacing,19554,29157943,8211,104419
754,iitztimmy,en,['English'],Apex Legends,511224,45302947,234344,2853520
755,guanyar,es,['Español'],Just Chatting,509658,74426799,2300,529764
756,harmii,de,"['Deutsch', 'radiant']",League of Legends,21779,113537067,16093,632616
757,honeymad,ru,['Русский'],Special Events,509663,40298003,74689,744165
758,iinwafqht,ar,"['NQ', 'MT', 'saudiarabia', 'Arabic', 'arab', 'Nawaf']",Just Chatting,509658,460209842,220,498401
759,hyperrattv,en,"['I', 'Am', 'In', 'Your', 'Walls', 'English']",Escape from Tarkov,491931,415513756,23280,205514
760,iblali,de,"['Deutsch', 'iblali', 'Vik']",Just Chatting,509658,11524494,9487,444382
761,harry,en,"['English', 'Cooked', 'NoPixel']",World of Warcraft,18122,108107277,40880,162412
762,hatsalsal,ko,"['korean', '한국어', '슬로우스타터']",Super Mario Maker 2,511399,148842622,16688,99560
763,hitpointcz,cs,"['Esporty', 'Liga', 'Čeština', 'EMEA', 'HTPNT', 'Slovenčina', 'LEC', 'Hitpoint']",League of Legends,21779,20607836,3108,148933
764,hungrybox,en,"['Jigglypuff', 'sub', '2', 'hbox', 'plz', 'and', 'ty', 'English', 'Español']",Super Smash Bros. Ultimate,504461,30666848,23171,492560
765,hanjoudesu,ja,['日本語'],VALORANT,516575,524474488,38758,293619
766,hinas3,ja,"['HiNas3', '香港', '台湾', '日本', '日本語', 'ひなす', '日本人', '顔出し']",Just Chatting,509658,76039324,10347,195707
767,hitchariide,en,['English'],Apex Legends,511224,37853510,9836,266349
768,ijenz,en,['English'],Just Chatting,509658,536906710,37543,1068141
769,heavyrainism,ko,['한국어'],TEKKEN 8,538054672,111045473,12698,173268
770,homyatol,it,['Italiano'],Just Chatting,509658,21167655,33506,806568
771,iddqd,en,"['uwu', 'gigachad', 'aimbot', 'FPS', 'English', 'adhd', 'swedish', 'KEKW', 'pro', 'EnhancedBroadcasting']",Overwatch 2,515025,123484627,11244,389462
772,gsxrclyde,en,"['Campaign', 'English', 'PvE', 'PvE', 'English']",Black Myth: Wukong,519291,114519775,11985,192202
773,gtawiseguy,en,"['English', 'Roleplay']",Grand Theft Auto V,32982,62470768,83053,314774
774,gunnardota2,en,['English'],Dota 2,29595,131202285,13407,118551
775,handongsuk,ko,['한국어'],Just Chatting,509658,139470326,100941,649845
776,im_dontai,en,['English'],Black Myth: Wukong,519291,81918254,57449,1914461
777,herdyn,cs,"['Čeština', 'Zprávy']",Just Chatting,509658,27187962,24942,768356
778,iaaras2,es,"['messiteamo', '420', 'lostdad', 'Español', 'mentallyill', 'depressed', 'PositiveVibes', 'nomom', 'Argentina']",Just Chatting,509658,142932807,16379,830499
779,iamsometimes,th,"['samsungmobile', 'ภาษาไทย']",Just Chatting,509658,131398260,16863,372364
780,ikeepittaco,en,"['Vtuber', 'Frog', 'Jordanian', 'Chill', 'Jhin', 'Four', 'SerialArtist', 'Gromp', 'English', 'Psychopath']",League of Legends,21779,57636576,24825,383796
781,hotted89,en,"['WarCraft', 'gta', 'Roleplay', 'RP', 'GTAV5', 'English', 'NoPixel', 'Dragonflight', 'Kaneshiro']",Grand Theft Auto V,32982,20260659,13625,328280
782,hycks_,fr,hycks_,hycks_,hycks_,119516103,4968,10004
783,ibabyrainbow,en,"['English', 'IRL', 'California']",Just Chatting,509658,544502795,26168,721128
784,guep,fr,['Français'],Minecraft,27471,90097443,4517,171937
785,h0llylp,de,"['soulslike', 'Challenge', 'horror', 'Sarkastisch', 'Deutsch']",Black Myth: Wukong,519291,29565445,16062,219969
786,hasanabi,en,"['news', 'politics', 'adhd', 'English', 'GamerRage']",Just Chatting,509658,207813352,288786,2684727
787,hipudding1223,zh,"['聰明丁丁', '中文', '台語', '歹意馬欸通']",Mabinogi,20501,53093900,7149,24024
788,hera,en,"['English', 'RTS']",Age of Empires II,13389,91402599,8076,171457
789,hollywood285,it,"['hollywood285', 'Italiano', 'FC24']",EA Sports FC 24,143106037,132289488,18528,331811
790,huskerrs,en,['English'],Call of Duty: Warzone,512710,30079255,101726,1226736
791,igestark,es,"['Español', 'poker', 'nlholdem', 'nl5', 'nl5poker', '6max']",VALORANT,516575,68062590,18558,445930
792,guhrl,en,"['Girl', 'Apex', 'FPS', 'Gamer', 'Gaming', 'English', 'Canada', 'Syria', 'DropsEnabled']",Apex Legends,511224,55607419,7804,205762
793,h2p_gucio,pl,['Polski'],Just Chatting,509658,36954803,31250,429772
794,hayashii,pt,"['Português', 'Brasil', 'PvP', 'fps', 'cod', 'variedades']",Just Chatting,509658,29094596,26391,425686
795,heideltraut,de,"['Deutsch', 'LuckyV', 'gtaroleplay', 'GTARP', 'ＧTA5', 'rainbowsixsiege', 'gta5rp']",Grand Theft Auto V,32982,42971110,16782,182975
796,imdbraz,pt,"['Português', 'crypto', 'trade', 'BTC', 'investimento']",Crypto,499634,70256539,7915,114174
797,gtimetv,de,"['Deutsch', 'KeineTipps', 'Pro', 'Grind', 'FirstPlaythrough', 'KeineSpoiler', 'KeineBackseatgaming']",Black Myth: Wukong,519291,60160906,7374,886240
798,guacamolemolly,ru,"['Русский', 'BOSS']",Just Chatting,509658,181718577,19692,451841
799,hbomb94,en,"['minecraft', 'English', 'Hardcore']",Minecraft,27471,21313349,19298,691973
800,hitboxking,es,"['Español', 'valorant', 'shooters']",VALORANT,516575,45329736,73231,575320
801,jasonsulli,en,"['English', 'corn', 'dad', 'closedcaptions']",Conan Exiles,493551,79519117,6927,89049
802,jerma985,en,"['English', 'CCOatOFFBRAND', 'RetiredArc', 'Retired']",Earth Defense Force 6,518402,23936415,59979,1466990
803,inscope21tv,de,['Deutsch'],Call of Duty: Warzone,512710,38169925,13362,1015505
804,insomniac,en,"['DJ', 'MusicEvents', 'MusicProduction', 'English', 'ElectronicMusic', 'DanceMusic']",Music,26936,232672264,10501,502345
805,its_iron,en,"['Iron', 'English', 'Warzone', 'MWIII']",Call of Duty: Warzone,512710,411746363,80552,547649
806,jacob4tv,pl,"['familyfriendly', 'gra', 'gaming', 'turniej', 'widzowie', 'nagrody', 'Polski', 'rodzina']",Fortnite,33214,129779434,29410,533369
807,jarnoopmeer,en,"['racing', 'f1', 'English']",Call of Duty: Modern Warfare III,1337444628,96893443,20778,309671
808,jasonr,en,"['CSGO', 'PRO', 'English']",Counter-Strike,32399,103262684,27505,877412
809,jmjdoc,ko,"['한국어', 'Vtuber', '개튜버']",Just Chatting,509658,57069336,8778,42631
810,jotacanario,es,['Español'],Need for Speed: Most Wanted,495711,88230429,3762,115419
811,incon,en,"['Tourettes', 'Viewerpoints', 'English', 'DropsOn']",SMITE,32507,37047104,17174,239452
812,inoiizy,de,"['Deutsch', 'NoiizY']",Counter-Strike,32399,65293646,14521,152087
813,iwdominate,en,"['Intellectual', 'Elderly', 'grumpy', 'ancient', 'fossil', 'English', 'Crack', 'TheSack']",League of Legends,21779,25653002,43926,873815
814,jaidefinichon,es,"['Chileno', 'Chile', 'Carpincho', 'Español', 'Ranked', 'Chıll', 'GOTH', 'Mowen', 'Drops']",Supermarket Together,942317893,30610294,11094,406786
815,japan_asmr,ja,"['English', 'Japanese', 'earlicking', '耳舐め', '囁き', '日本語']",ASMR,509659,407510247,7023,144627
816,jonathanong,en,"['English', 'Instrumental', 'Singing', 'production', 'TwitchRecap']",Music,26936,156801396,5534,88801
817,immarksman,en,"['FPS', 'CallofDuty', 'ModernWarfare2', 'modernwarfare', 'English', 'ModernWarfare3', 'ModernWarfareIII', 'cod', 'MW3']",Call of Duty: Modern Warfare III,1337444628,15386355,18741,772100
818,jaggerprincesa,es,['Español'],Just Chatting,509658,81526980,65406,1389005
819,joewo,en,"['joewo', 'gaming', 'warzone', 'callofduty', 'English']",Call of Duty: Warzone,512710,209428921,63567,753352
820,joueur_du_grenier,fr,"['Français', 'JDG']",Just Chatting,509658,68078157,58423,984772
821,inkiiing,zh,"['隨你問', '聊天', '小墨', '人妻', '御姊', '貓', '中文']",Just Chatting,509658,48533885,9182,118818
822,ipav999,en,"['English', 'Teemo', 'Educational', 'Toplane', 'leagueoflegends', 'Duolingo', 'Starcraft', 'TowerDefence']",StarCraft,11989,71509335,20418,221942
823,isamu,pl,"['Aktorstwogłosowe', 'Polski']",Just Chatting,509658,72684812,20995,591392
824,jbzzed,fr,['Français'],VALORANT,516575,114497555,38125,729756
825,jeffhoogland,en,"['English', 'DropsEnabled']",Marvel Snap,1743359147,30214074,11594,123139
826,jpctheman_,en,['English'],World of Warcraft,18122,199208207,11219,84630
827,imviolet_,it,"['Italiano', 'horrorgames']",Just Chatting,509658,252393390,30293,644880
828,jankz,en,['English'],Apex Legends,511224,72592349,5653,144580
829,jennyan,de,['Deutsch'],Just Chatting,509658,99351845,15940,181808
830,jltomy,fr,"['Français', 'Joblife']",Just Chatting,509658,155601320,120637,1278141
831,johnny3047258,ko,"['한국어', '데빌헌터']",Lost Ark,490100,143868710,25152,110045
832,juice,ru,['Русский'],Special Events,509663,65411398,10775,128924
833,ipproducoes,pt,['Português'],Minecraft,27471,55282332,1496,21795
834,ironmouse,en,"['Anime', 'Singing', 'PuertoRico', 'vshojo', 'Latino', 'vtuber', 'English']",Just Chatting,509658,175831187,72246,2025173
835,itsjstn,en,"['English', 'Pro']",Rocket League,30921,52839414,24538,604036
836,japanese_restream,ja,"['日本語', 'Speedrun', 'RTA']",FINAL FANTASY,7689,144740532,217,53091
837,jccaylen,en,"['IRL', 'English']",LOCKDOWN Protocol,144418804,213368384,4594,293403
838,jericho,en,"['variety', 'NA', 'English', 'casual', 'silver', 'react']",Black Myth: Wukong,519291,10397006,20825,1208135
839,insym,en,['English'],Seeing Things,1686435491,75738685,35277,585259
840,itshafu,en,['English'],Among Us,510218,30777889,49061,1247827
841,jimrsng,es,"['Humor', 'Clip', 'World', 'Jim', 'JimRising', 'multiplayer', 'Español', 'Gaming', 'gamer', 'streamer']",Black Myth: Wukong,519291,24534372,7103,90489
842,inseq,ru,['Русский'],Escape from Tarkov,491931,491802186,5205,53310
843,itmejp,en,"['JackBlack', 'English', 'BackseatingAlwaysFineYEP', 'FallsForDeezNutsJokes', 'unc', 'DadVibes', 'Dog', 'UnBannedFromItaly', 'NoSpoilers']",Just Chatting,509658,10817445,23474,369743
